Province,city ID,city,nearby 1,nearby 2,nearby 3
Sumatera Utara,16e04c48-22d2-41a2-8efa-1cb1334794dc,Humbang Hasundutan,Pakpak Bharat,Tapanuli Tengah,Samosir
Sumatera Utara,c2abf78c-3cc1-4087-8e67-d4fce65cb7e3,Karo,Dairi,Subulussalam,Deli Serdang
Sumatera Utara,c6fa44ef-709b-4f34-8242-990b03c8c44c,Labuhan Batu,Labuhan Batu Selatan,Labuhan Batu Utara,Rokan Hilir
Sumatera Utara,d4016e22-955f-49ca-9b5b-bd50a7b4e05f,Labuhan Batu Selatan,Labuhan Batu,Labuhan Batu Utara,Padang Lawas Utara
Sumatera Utara,acdd0313-101e-4afe-9cf9-fbcaae0ce041,Labuhan Batu Utara,Toba Samosir,Labuhan Batu,Asahan
Sumatera Utara,79b83343-b530-4d4a-90ed-c1efc1934d14,Langkat,Binjai,Medan,Deli Serdang
Sumatera Utara,6fe7a7fb-d2f1-480d-87a1-d6e9c1f4892a,Mandailing Natal,Pasaman Barat,Padangsidimpuan,Padang Lawas
Sumatera Utara,a6f7a20f-7172-4436-a418-afc91020ba0f,Medan,Deli Serdang,Binjai,Langkat
Sumatera Utara,99dd49e0-d3d2-4c79-a7a7-86534cb7f60f,Nias,Nias Barat,Nias Selatan,Gunungsitoli
Sumatera Utara,a1273d83-c477-42ac-8e65-f2219e9507ac,Nias Barat,Nias,Gunungsitoli,Nias Selatan
Sumatera Utara,51b9db38-3d4e-41c1-9957-7295d2bca08f,Nias Selatan,Nias,Nias Barat,Gunungsitoli
Sumatera Utara,e9a422e4-8a73-44a7-aed2-38ecacb67fda,Nias Utara,Gunungsitoli,Nias Barat,Nias
Sumatera Utara,1161307c-2fd6-4beb-99d1-093dd3ee97e1,Padang Lawas,Padang Lawas Utara,Padangsidimpuan,Tapanuli Selatan
Sumatera Utara,30d7af4a-54fa-4f97-874c-3a0870a03b73,Padang Lawas Utara,Padang Lawas,Padangsidimpuan,Tapanuli Selatan
Sumatera Utara,a43ee235-0a45-4d53-be12-c0381f432d91,Padangsidimpuan,Tapanuli Selatan,Padang Lawas Utara,Padang Lawas
Sumatera Utara,d616b346-c2bb-4437-b22c-4076005e3daf,Pakpak Bharat,Dairi,Aceh Singkil,Subulussalam
Sumatera Utara,78a5c2f7-51df-4c60-980b-4b2a3e23fb16,Pematang Siantar,Simalungun,Tebing Tinggi,Serdang Bedagai
Sumatera Utara,1aa5c879-0d25-4406-8ef1-10493f1ef38b,Samosir,Simalungun,Humbang Hasundutan,Pematang Siantar
Sumatera Utara,ecd68ff7-eae0-4ea2-b59d-fc15a840e08b,Serdang Bedagai,Tebing Tinggi,Deli Serdang,Pematang Siantar
Sumatera Utara,d02383cd-1747-4c29-bee2-66d5e7f4c6cf,Sibolga,Tapanuli Tengah,Tapanuli Utara,Tapanuli Selatan
Sumatera Utara,c87ff800-bf27-4d53-b065-987659ae45f4,Simalungun,Pematang Siantar,Samosir,Tebing Tinggi
Sumatera Utara,e5b5794f-6257-46f0-8ad5-4d6c0b87de0f,Tanjung Balai,Asahan,Batu Bara,Labuhan Batu Utara
Sumatera Utara,334da0cf-c1b5-4923-8a8a-56fb725dc098,Tapanuli Selatan,Padangsidimpuan,Padang Lawas Utara,Sibolga
Sumatera Utara,85e14a69-9522-442c-9318-4d346e4cdf12,Tapanuli Tengah,Sibolga,Humbang Hasundutan,Tapanuli Utara
Sumatera Utara,d4d61c55-2b57-4de1-8f06-a3e4c6945ffe,Tapanuli Utara,Sibolga,Tapanuli Tengah,Toba Samosir
Sumatera Utara,b0d186bc-8f9a-49fb-a2da-f3bc517cd2f1,Tebing Tinggi,Serdang Bedagai,Pematang Siantar,Batu Bara
Sumatera Utara,0353449a-7676-4740-bfed-95ff5b8f3dd2,Toba Samosir,Tapanuli Utara,Labuhan Batu Utara,Simalungun
